ID	Population	Assigned
20R853	Puyjalon	non
20R855	Puyjalon	non
20R856	Puyjalon	non
20R860	Puyjalon	non
20R861	Puyjalon	non
20R870	Puyjalon	non
20R871	Puyjalon	non
20R872	Puyjalon	non
20R873	Puyjalon	non
20R874	Puyjalon	non
20R875	Puyjalon	non
20R876	Puyjalon	non
20R878	Puyjalon	non
20R879	Puyjalon	non
20R888	Puyjalon	non
20R890	Romaine	oui
20R891	Romaine	non
20R893	Romaine	oui
20R894	Puyjalon	non
20R895	Puyjalon	oui
20R897	Puyjalon	non
20R898	Puyjalon	non
20R906	Puyjalon	non
20R915	Puyjalon	non
20R916	Romaine	non
20R917	Romaine	oui
20R918	Puyjalon	non
20R919	Puyjalon	oui
20R920	Puyjalon	non
20R922	Romaine	non
20R923	Romaine	non
20R924	Romaine	non
20R939	Romaine	oui
20R940	Puyjalon	non
20R941	Puyjalon	non
20R942	Puyjalon	non
20R949	Romaine	non
20R950	Puyjalon	non
20R951	Puyjalon	non
20R952	Puyjalon	non
20R953	Puyjalon	non
20R958	Puyjalon	non
20R959	Puyjalon	oui
20R960	Puyjalon	non
20R961	Puyjalon	non
20R965	Puyjalon	non
20R968	Romaine	non
20R971	Puyjalon	non
20R972	Puyjalon	non
20R973	Puyjalon	non
20R974	Puyjalon	non
20R975	Puyjalon	non
20R978	Puyjalon	non
20R001	Romaine	oui
20R016	Puyjalon	oui
20R019	Puyjalon	oui
20R029	Puyjalon	non
20R041	Puyjalon	oui
20R805	Puyjalon	oui
20R807	Puyjalon	oui
20R809	Puyjalon	oui
20R810	Romaine	non
20R816	Puyjalon	non
20R826	Puyjalon	non
20R827	Puyjalon	non
20R832	Puyjalon	oui
20R844	Puyjalon	non
20R848	Puyjalon	non
20R852	Puyjalon	non
20R857	Puyjalon	non
20R859	Puyjalon	oui
20R880	Puyjalon	non
20R886	Puyjalon	non
20R887	Puyjalon	non
20R889	Puyjalon	non
20R892	Romaine	non
20R896	Puyjalon	non
20R899	Romaine	non
20R901	Romaine	non
20R902	Puyjalon	non
20R921	Romaine	oui
20R928	Romaine	non
21R002	Puyjalon	ouimixte
21R003	Puyjalon	non
21R004	Puyjalon	oui
21R005	Puyjalon	oui
21R006	Romaine	non
21R007	Puyjalon	non
21R008	Puyjalon	non
21R009	Puyjalon	oui
21R010	Romaine	non
21R012	Puyjalon	non
21R013	Puyjalon	non
21R014	Puyjalon	non
21R016	Puyjalon	non
21R017	Puyjalon	non
21R018	Puyjalon	ouimixte
21R019	Puyjalon	non
21R020	Puyjalon	oui
21R021	Puyjalon	non
21R022	Puyjalon	non
21R023	Puyjalon	non
21R024	Puyjalon	non
21R025	Puyjalon	non
21R026	Puyjalon	non
21R027	Puyjalon	non
21R028	Puyjalon	non
21R029	Puyjalon	non
21R030	Puyjalon	oui
21R032	Puyjalon	non
21R034	Puyjalon	non
21R036	Puyjalon	non
21R037	Puyjalon	non
21R038	Puyjalon	non
21R040	Puyjalon	non
21R041	Puyjalon	non
21R043	Puyjalon	non
21R044	Puyjalon	non
21R045	Puyjalon	non
21R046	Puyjalon	non
21R048	Puyjalon	non
21R049	Puyjalon	non
21R051	Puyjalon	non
21R052	Puyjalon	oui
21R053	Puyjalon	non
21R054	Puyjalon	non
21R055	Romaine	non
21R057	Puyjalon	non
21R058	Puyjalon	oui
21R059	Puyjalon	non
21R060	Puyjalon	non
21R061	Puyjalon	non
21R063	Puyjalon	oui
21R064	Puyjalon	non
21R065	Puyjalon	non
21R067	Puyjalon	non
21R070	Puyjalon	non
21R071	Puyjalon	non
21R072	Puyjalon	non
21R074	Puyjalon	non
21R075	Puyjalon	oui
21R076	Puyjalon	non
21R077	Puyjalon	non
21R079	Puyjalon	non
21R081	Puyjalon	non
21R083	Puyjalon	non
21R084	Puyjalon	non
21R085	Puyjalon	non
21R086	Puyjalon	non
21R088	Puyjalon	oui
21R089	Puyjalon	non
21R091	Puyjalon	non
21R092	Puyjalon	non
21R093	Puyjalon	non
21R094	Puyjalon	non
21R096	Puyjalon	oui
21R099	Puyjalon	non
21R101	Puyjalon	oui
21R103	Puyjalon	non
21R104	Puyjalon	oui
21R105	Puyjalon	ouimixte
21R106	Puyjalon	non
21R107	Puyjalon	non
21R108	Puyjalon	non
21R110	Puyjalon	non
21R111	Puyjalon	non
21R112	Puyjalon	oui
21R113	Puyjalon	oui
21R114	Puyjalon	non
21R115	Puyjalon	non
21R127	Puyjalon	non
21R128	Puyjalon	non
21R129	Puyjalon	oui
21R130	Romaine	oui
21R131	Puyjalon	non
21R132	Puyjalon	non
21R133	Puyjalon	oui
21R135	Puyjalon	non
21R136	Puyjalon	non
21R137	Puyjalon	oui
21R140	Puyjalon	non
21R141	Puyjalon	non
21R142	Puyjalon	non
21R143	Puyjalon	non
21R144	Puyjalon	non
21R148	Puyjalon	non
21R149	Puyjalon	non
21R150	Puyjalon	non
21R151	Puyjalon	non
21R174	Puyjalon	non
21R176	Puyjalon	ouimixte
21R178	Puyjalon	non
21R179	Puyjalon	ouimixte
21R181	Puyjalon	oui
21R183	Puyjalon	non
21R184	Puyjalon	non
21R185	Puyjalon	non
21R186	Puyjalon	non
21R189	Puyjalon	non
21R190	Puyjalon	non
21R195	Puyjalon	oui
21R198	Puyjalon	non
21R199	Puyjalon	non
21R200	Puyjalon	non
21R202	Puyjalon	non
21R203	Puyjalon	ouimixte
21R204	Puyjalon	non
21R207	Puyjalon	non
21R210	Puyjalon	non
21R211	Puyjalon	oui
21R212	Puyjalon	non
21R215	Puyjalon	non
21R218	Puyjalon	non
21R219	Puyjalon	non
21R220	Puyjalon	oui
21R221	Puyjalon	non
21R227	Puyjalon	non
21R228	Puyjalon	non
21R229	Puyjalon	oui
21R230	Puyjalon	non
21R233	Puyjalon	non
21R234	Puyjalon	non
21R236	Puyjalon	non
21R237	Puyjalon	non
21R238	Puyjalon	ouimixte
21R239	Puyjalon	non
21R240	Puyjalon	non
21R241	Puyjalon	non
21R250	Puyjalon	non
21R251	Puyjalon	non
21R253	Puyjalon	non
21R254	Puyjalon	non
21R255	Puyjalon	non
21R256	Romaine	Sheldrake
21R258	Puyjalon	non
21R259	Puyjalon	non
21R260	Puyjalon	non
21R261	Puyjalon	non
21R262	Puyjalon	non
21R263	Puyjalon	oui
21R264	Puyjalon	oui
21R266	Puyjalon	non
21R267	Puyjalon	non
21R268	Puyjalon	non
21R269	Puyjalon	non
21R271	Puyjalon	non
21R272	Puyjalon	non
21R273	Puyjalon	non
21R274	Puyjalon	oui
21R275	Puyjalon	non
21R276	Puyjalon	non
21R277	Puyjalon	non
21R278	Puyjalon	non
21R279	Puyjalon	non
21R280	Puyjalon	non
21R282	Puyjalon	non
21R284	Puyjalon	non
21R285	Puyjalon	non
21R286	Puyjalon	non
21R287	Romaine	non
21R288	Puyjalon	non
21R289	Romaine	oui
21R291	Puyjalon	non
21R292	Puyjalon	non
21R295	Puyjalon	non
21R296	Puyjalon	non
21R298	Puyjalon	non
21R299	Puyjalon	non
21R300	Puyjalon	non
21R302	Puyjalon	non
21R303	Puyjalon	non
21R304	Puyjalon	non
21R306	Puyjalon	non
21R307	Puyjalon	non
21R310	Puyjalon	oui
21R311	Puyjalon	non
21R312	Puyjalon	oui
21R313	Puyjalon	non
21R315	Puyjalon	non
21R316	Puyjalon	non
21R317	Puyjalon	ouimixte
21R319	Puyjalon	non
21R321	Puyjalon	non
21R322	Puyjalon	non
21R324	Puyjalon	non
21R325	Puyjalon	non
21R326	Romaine	non
21R327	Puyjalon	non
21R328	Puyjalon	non
21R329	Puyjalon	non
21R330	Puyjalon	non
21R332	Puyjalon	non
21R333	Puyjalon	non
21R335	Puyjalon	non
21R339	Puyjalon	non
21R340	Puyjalon	non
21R341	Puyjalon	non
21R342	Puyjalon	non
21R343	Puyjalon	non
21R344	Puyjalon	non
21R345	Puyjalon	non
21R347	Puyjalon	non
21R350	Puyjalon	non
21R351	Puyjalon	non
21R352	Puyjalon	non
21R353	Romaine	oui
21R354	Puyjalon	non
21R355	Romaine	non
21R356	Puyjalon	non
21R363	Romaine	non
21R365	Puyjalon	oui
21R367	Puyjalon	non
21R368	Puyjalon	non
21R370	Puyjalon	non
21R371	Romaine	oui
21R391	Romaine	oui
21R392	Puyjalon	non
21R396	Puyjalon	non
21R397	Puyjalon	non
21R398	Puyjalon	non
21R399	Puyjalon	non
21R408	Puyjalon	non
21R409	Puyjalon	non
21R410	Puyjalon	non
21R411	Puyjalon	non
21R413	Puyjalon	non
21R414	Puyjalon	non
21R416	Puyjalon	non
21R420	Puyjalon	non
21R421	Puyjalon	non
21R422	Puyjalon	non
21R426	Puyjalon	non
21R427	Romaine	oui
21R430	Puyjalon	non
21R431	Puyjalon	oui
21R432	Puyjalon	non
21R433	Puyjalon	non
21R434	Puyjalon	non
21R435	Puyjalon	non
21R438	Romaine	non
21R440	Puyjalon	non
21R443	Romaine	Sheldrake
21R444	Puyjalon	non
21R445	Romaine	non
21R446	Puyjalon	non
21R447	Puyjalon	non
21R448	Romaine	oui
21R451	Romaine	non
21R457	Puyjalon	non
21R458	Romaine	Sheldrake
21R459	Puyjalon	non
21R461	Puyjalon	non
21R462	Puyjalon	non
21R463	Puyjalon	non
21R464	Puyjalon	non
21R466	Puyjalon	non
21R467	Puyjalon	non
21R469	Puyjalon	non
21R470	Puyjalon	non
21R472	Romaine	non
21R474	Romaine	non
21R475	Puyjalon	non
21R477	Romaine	non
21R479	Romaine	oui
21R480	Puyjalon	non
21R481	Romaine	non
21R483	Romaine	non
21R486	Romaine	Sheldrake
21R487	Romaine	non
22R001	Puyjalon	oui
22R003	Puyjalon	oui
22R004	Puyjalon	oui
22R005	Romaine	oui
22R006	Puyjalon	non
22R008	Puyjalon	oui
22R009	Puyjalon	non
22R010	Puyjalon	non
22R011	Puyjalon	oui
22R012	Puyjalon	oui
22R013	Puyjalon	non
22R014	Puyjalon	oui
22R015	Puyjalon	non
22R016	Puyjalon	oui
22R019	Puyjalon	non
22R020	Puyjalon	oui
22R021	Puyjalon	oui
22R022	Puyjalon	non
22R023	Puyjalon	non
22R024	Romaine	oui
22R025	Puyjalon	oui
22R026	Puyjalon	Sheldrake
22R027	Puyjalon	non
22R028	Puyjalon	oui
22R029	Puyjalon	oui
22R031	Romaine	non
22R033	Puyjalon	non
22R034	Puyjalon	oui
22R035	Puyjalon	non
22R036	Puyjalon	oui
22R037	Puyjalon	non
22R038	Puyjalon	non
22R039	Puyjalon	oui
22R041	Puyjalon	non
22R042	Puyjalon	oui
22R043	Puyjalon	oui
22R045	Romaine	non
22R046	Puyjalon	non
22R048	Puyjalon	oui
22R052	Puyjalon	non
22R057	Romaine	oui
22R059	Puyjalon	non
22R062	Puyjalon	oui
22R063	Puyjalon	non
22R067	Puyjalon	non
22R068	Puyjalon	non
22R073	Puyjalon	non
22R074	Puyjalon	non
22R075	Puyjalon	oui
22R079	Romaine	non
22R081	Puyjalon	non
22R083	Puyjalon	oui
22R084	Puyjalon	Sheldrake
22R088	Puyjalon	oui
22R092	Puyjalon	non
22R093	Puyjalon	oui
22R094	Puyjalon	non
22R096	Puyjalon	non
22R099	Romaine	non
22R100	Puyjalon	non
22R101	Puyjalon	non
22R105	Puyjalon	oui
22R107	Puyjalon	Sheldrake
22R110	Puyjalon	non
22R111	Puyjalon	Sheldrake
22R113	Puyjalon	oui
22R114	Puyjalon	non
22R117	Puyjalon	non
22R119	Puyjalon	oui
22R120	Puyjalon	non
22R123	Puyjalon	non
22R126	Puyjalon	non
22R127	Puyjalon	non
22R131	Puyjalon	oui
22R133	Puyjalon	non
22R136	Puyjalon	oui
22R139	Puyjalon	non
22R141	Puyjalon	non
22R145	Puyjalon	non
22R148	Puyjalon	oui
22R150	Puyjalon	Sheldrake
22R151	Puyjalon	non
22R152	Puyjalon	Sheldrake
22R157	Puyjalon	non
22R158	Puyjalon	oui
22R160	Puyjalon	oui
22R162	Puyjalon	non
22R164	Puyjalon	oui
22R165	Puyjalon	non
22R166	Puyjalon	non
22R169	Puyjalon	non
22R175	Puyjalon	non
22R176	Puyjalon	oui
22R180	Puyjalon	non
22R183	Puyjalon	non
22R186	Romaine	non
22R192	Puyjalon	non
22R193	Puyjalon	non
22R194	Puyjalon	non
22R196	Puyjalon	non
22R199	Puyjalon	non
22R200	Romaine	oui
22R202	Puyjalon	non
22R205	Puyjalon	non
22R208	Puyjalon	non
22R212	Puyjalon	non
22R213	Puyjalon	oui
22R214	Puyjalon	non
22R215	Puyjalon	non
22R216	Puyjalon	non
22R217	Puyjalon	non
22R219	Romaine	Sheldrake
22R228	Puyjalon	non
22R229	Puyjalon	non
22R232	Puyjalon	non
22R234	Puyjalon	Sheldrake
22R239	Puyjalon	non
22R241	Puyjalon	non
22R244	Puyjalon	non
22R248	Puyjalon	non
22R250	Puyjalon	non
22R251	Romaine	non
22R252	Puyjalon	Sheldrake
22R253	Puyjalon	non
22R254	Puyjalon	non
22R260	Romaine	non
22R261	Puyjalon	Sheldrake
22R262	Puyjalon	non
22R265	Puyjalon	non
22R269	Puyjalon	non
22R270	Puyjalon	non
22R275	Puyjalon	oui
22R278	Puyjalon	non
22R279	Puyjalon	non
22R280	Puyjalon	non
22R283	Romaine	non
22R285	Puyjalon	non
22R287	Puyjalon	non
22R289	Puyjalon	non
22R293	Romaine	non
22R294	Puyjalon	oui
22R296	Puyjalon	non
22R298	Puyjalon	oui
22R299	Puyjalon	non
22R300	Romaine	non
22R301	Puyjalon	non
22R303	Puyjalon	non
22R306	Puyjalon	non
22R311	Puyjalon	non
22R314	Puyjalon	non
22R315	Puyjalon	non
22R317	Puyjalon	non
22R318	Puyjalon	non
22R323	Puyjalon	non
22R324	Puyjalon	non
22R325	Puyjalon	non
22R329	Puyjalon	non
22R330	Puyjalon	non
22R331	Puyjalon	non
22R337	Puyjalon	non
22R338	Puyjalon	non
22R339	Puyjalon	non
22R340	Puyjalon	non
22R341	Puyjalon	non
22R343	Puyjalon	non
22R345	Puyjalon	oui
22R349	Puyjalon	non
22R351	Puyjalon	non
22R354	Puyjalon	non
22R356	Puyjalon	non
22R358	Puyjalon	non
22R363	Puyjalon	non
22R366	Puyjalon	oui
22R367	Romaine	non
22R372	Puyjalon	non
22R375	Romaine	non
22R382	Puyjalon	oui
22R383	Romaine	non
22R385	Puyjalon	non
22R387	Puyjalon	non
22R388	Puyjalon	non
22R390	Puyjalon	non
22R391	Puyjalon	non
22R394	Puyjalon	oui
22R396	Puyjalon	non
22R398	Puyjalon	non
22R399	Puyjalon	non
22R403	Puyjalon	non
22R406	Puyjalon	non
22R408	Puyjalon	non
22R412	Puyjalon	oui
22R414	Puyjalon	oui
22R415	Puyjalon	oui
22R417	Romaine	oui
22R422	Puyjalon	oui
22R425	Romaine	non
22R426	Puyjalon	non
22R428	Romaine	non
22R429	Puyjalon	non
22R433	Puyjalon	non
22R434	Puyjalon	non
22R439	Puyjalon	non
22R443	Puyjalon	oui
22R445	Puyjalon	oui
22R446	Puyjalon	non
22R447	Puyjalon	non
22R448	Puyjalon	non
22R452	Puyjalon	non
22R453	Puyjalon	non
22R461	Puyjalon	non
22R463	Puyjalon	oui
22R464	Puyjalon	non
22R466	Puyjalon	non
22R467	Puyjalon	non
22R468	Puyjalon	non
22R472	Puyjalon	Sheldrake
22R480	Puyjalon	non
22R483	Puyjalon	non
22R487	Romaine	non
22R489	Puyjalon	non
22R490	Puyjalon	non
22R493	Puyjalon	non
22R494	Puyjalon	non
22R495	Romaine	non
22R497	Puyjalon	non
22R498	Romaine	oui
22R500	Puyjalon	non
22R501	Romaine	oui
22R508	Puyjalon	non
22R511	Puyjalon	non
22R512	Puyjalon	non
22R514	Puyjalon	non
22R516	Puyjalon	non
22R520	Puyjalon	non
22R524	Puyjalon	non
22R527	Puyjalon	non
22R535	Puyjalon	non
22R539	Romaine	non
22R543	Puyjalon	non
22R547	Puyjalon	non
22R554	Puyjalon	non
22R555	Romaine	oui
22R556	Puyjalon	non
22R557	Romaine	non
22R558	Puyjalon	non
22R559	Puyjalon	non
22R560	Romaine	non
22R564	Romaine	oui
22R565	Puyjalon	non
22R566	Puyjalon	non
22R567	Puyjalon	non
22R568	Puyjalon	non
22R569	Puyjalon	non
22R573	Puyjalon	non
22R577	Romaine	oui
22R599	Puyjalon	non
22R600	Romaine	oui
22R601	Romaine	oui
22R602	Puyjalon	non
22R603	Romaine	oui
22R604	Romaine	oui
22R607	Puyjalon	non
22R608	Puyjalon	non
22R610	Romaine	non
22R611	Romaine	non
22R615	Puyjalon	non
22R619	Puyjalon	non
22R628	Puyjalon	non
22R629	Puyjalon	non
22R630	Puyjalon	non
22R633	Puyjalon	non
22R635	Puyjalon	non
22R636	Puyjalon	oui
22R641	Puyjalon	non
22R642	Puyjalon	non
22R643	Puyjalon	non
22R645	Puyjalon	non
22R654	Puyjalon	non
22R655	Puyjalon	non
22R658	Puyjalon	oui
22R659	Puyjalon	oui
22R660	Puyjalon	non
22R661	Puyjalon	non
22R663	Puyjalon	non
22R666	Puyjalon	non
22R671	Puyjalon	non
22R676	Puyjalon	non
22R678	Puyjalon	non
22R680	Romaine	oui
22R682	Romaine	non
22R683	Puyjalon	non
22R685	Puyjalon	non
22R686	Puyjalon	non
22R693	Romaine	non
22R694	Romaine	oui
22R695	Puyjalon	non
22R698	Puyjalon	non
22R699	Puyjalon	non
22R702	Puyjalon	non
22R703	Puyjalon	non
22R706	Puyjalon	non
22R707	Puyjalon	non
22R708	Romaine	non
22R710	Puyjalon	non
22R711	Puyjalon	non
22R712	Puyjalon	non
22R713	Puyjalon	non
22R714	Romaine	oui
22R715	Puyjalon	non
22R716	Romaine	non
22R717	Romaine	oui
22R718	Puyjalon	non
22R720	Romaine	non
22R721	Puyjalon	non
22R722	Puyjalon	non
22R723	Puyjalon	non
22R724	Puyjalon	non
22R725	Puyjalon	non
22R727	Romaine	non
22R728	Puyjalon	non
22R729	Romaine	non
22R730	Puyjalon	non
22R732	Puyjalon	non
22R002	Romaine	oui
22R047	Puyjalon	non
22R049	Puyjalon	non
22R053	Puyjalon	non
22R054	Puyjalon	non
22R055	Puyjalon	non
22R056	Puyjalon	non
22R058	Puyjalon	non
22R060	Puyjalon	oui
22R061	Puyjalon	non
22R065	Romaine	oui
22R066	Puyjalon	non
22R070	Puyjalon	non
22R071	Puyjalon	non
22R072	Puyjalon	non
22R076	Puyjalon	non
22R077	Puyjalon	oui
22R078	Romaine	non
22R080	Puyjalon	non
22R082	Puyjalon	non
22R085	Puyjalon	oui
22R086	Puyjalon	oui
22R087	Romaine	non
22R089	Puyjalon	oui
22R095	Puyjalon	non
22R098	Romaine	non
22R102	Puyjalon	non
22R103	Puyjalon	non
22R104	Puyjalon	non
22R106	Puyjalon	non
22R108	Puyjalon	non
22R109	Puyjalon	non
22R112	Romaine	non
22R115	Puyjalon	non
22R116	Puyjalon	oui
22R118	Puyjalon	non
22R121	Puyjalon	non
22R122	Puyjalon	oui
22R125	Puyjalon	non
22R128	Puyjalon	non
22R130	Puyjalon	non
22R132	Puyjalon	nonexistant
22R134	Puyjalon	oui
22R135	Puyjalon	non
22R137	Puyjalon	non
22R140	Puyjalon	non
22R142	Puyjalon	oui
22R143	Puyjalon	non
22R144	Puyjalon	oui
22R146	Puyjalon	non
22R147	Puyjalon	non
22R153	Puyjalon	non
22R154	Romaine	non
22R155	Puyjalon	non
22R156	Puyjalon	non
22R159	Puyjalon	non
22R161	Puyjalon	non
22R167	Puyjalon	non
22R168	Romaine	non
22R170	Puyjalon	non
22R171	Puyjalon	non
22R172	Puyjalon	non
22R173	Puyjalon	non
22R174	Puyjalon	non
22R178	Puyjalon	non
22R179	Puyjalon	non
22R181	Puyjalon	non
22R182	Puyjalon	non
22R184	Puyjalon	oui
22R187	Puyjalon	non
22R188	Romaine	Sheldrake
22R189	Puyjalon	non
22R190	Puyjalon	non
22R191	Romaine	non
22R195	Puyjalon	non
22R197	Puyjalon	non
22R198	Puyjalon	non
22R201	Puyjalon	non
22R203	Puyjalon	non
22R204	Puyjalon	non
22R206	Puyjalon	non
22R207	Puyjalon	non
22R209	Puyjalon	non
22R319	Puyjalon	non
22R320	Puyjalon	non
22R321	Puyjalon	non
22R322	Puyjalon	non
22R326	Puyjalon	non
22R327	Puyjalon	non
22R328	Puyjalon	non
22R332	Puyjalon	non
22R333	Puyjalon	non
22R334	Puyjalon	non
22R336	Puyjalon	non
22R342	Puyjalon	oui
22R344	Puyjalon	non
22R346	Puyjalon	non
22R348	Puyjalon	non
22R355	Puyjalon	non
22R359	Puyjalon	non
22R360	Puyjalon	non
22R362	Puyjalon	non
22R364	Puyjalon	non
22R365	Puyjalon	non
22R368	Puyjalon	oui
22R370	Puyjalon	non
22R371	Puyjalon	non
22R373	Puyjalon	non
22R374	Puyjalon	non
22R376	Puyjalon	non
22R377	Puyjalon	non
22R378	Puyjalon	oui
22R379	Puyjalon	non
22R380	Puyjalon	non
22R381	Puyjalon	non
22R384	Puyjalon	non
22R386	Puyjalon	non
22R389	Puyjalon	non
22R392	Puyjalon	oui
22R393	Puyjalon	non
22R395	Puyjalon	non
22R397	Puyjalon	non
22R400	Puyjalon	oui
22R401	Puyjalon	non
22R402	Romaine	non
22R404	Puyjalon	non
22R405	Puyjalon	non
22R407	Romaine	non
22R409	Puyjalon	non
22R410	Puyjalon	non
22R416	Puyjalon	non
22R419	Puyjalon	non
22R430	Romaine	non
22R431	Puyjalon	non
22R432	Puyjalon	non
22R435	Puyjalon	non
22R438	Puyjalon	non
22R440	Romaine	non
22R444	Puyjalon	non
22R449	Puyjalon	non
22R450	Romaine	non
22R457	Puyjalon	non
22R460	Puyjalon	non
22R502	Puyjalon	non
22R503	Puyjalon	non
22R531	Puyjalon	non
22R581	Romaine	oui
22R584	Puyjalon	non
22R586	Romaine	non
22R588	Puyjalon	non
22R591	Puyjalon	non
23R003	Romaine	non
23R005	Puyjalon	oui
23R007	Puyjalon	non
23R008	Puyjalon	non
23R009	Puyjalon	oui
23R010	Puyjalon	ouimixte
23R012	Puyjalon	oui
23R014	Puyjalon	oui
23R016	Puyjalon	oui
23R018	Romaine	non
23R021	Puyjalon	oui
23R022	Puyjalon	oui
23R023	Romaine	non
23R025	Puyjalon	oui
23R027	Puyjalon	oui
23R028	Puyjalon	non
23R030	Puyjalon	oui
23R036	Puyjalon	oui
23R037	Romaine	non
23R038	Puyjalon	non
23R039	Puyjalon	non
23R043	Puyjalon	oui
23R045	Puyjalon	non
23R047	Romaine	non
23R048	Puyjalon	oui
23R049	Puyjalon	non
23R051	Puyjalon	oui
23R052	Puyjalon	oui
23R054	Puyjalon	oui
23R055	Puyjalon	oui
23R058	Romaine	non
23R060	Puyjalon	non
23R061	Puyjalon	nonexistant
23R064	Puyjalon	oui
23R069	Puyjalon	non
23R071	Puyjalon	oui
23R072	Romaine	oui
23R076	Puyjalon	oui
23R079	Puyjalon	oui
23R080	Puyjalon	non
23R082	Puyjalon	non
23R084	Puyjalon	oui
23R087	Puyjalon	oui
23R091	Puyjalon	oui
23R092	Puyjalon	non
23R093	Puyjalon	oui
23R094	Puyjalon	oui
23R095	Puyjalon	oui
23R096	Puyjalon	non
23R097	Romaine	oui
23R098	Puyjalon	non
23R099	Puyjalon	oui
23R102	Puyjalon	non
23R103	Puyjalon	non
23R104	Romaine	oui
23R110	Puyjalon	oui
23R113	Puyjalon	non
23R114	Romaine	nonexistant
23R117	Puyjalon	oui
23R118	Puyjalon	non
23R120	Puyjalon	non
23R121	Puyjalon	non
23R122	Puyjalon	oui
23R123	Puyjalon	non
23R124	Puyjalon	oui
23R126	Romaine	ouimixte
23R127	Puyjalon	oui
23R131	Puyjalon	non
23R132	Puyjalon	non
23R135	Puyjalon	oui
23R136	Puyjalon	non
23R139	Puyjalon	non
23R140	Romaine	non
23R141	Puyjalon	non
23R142	Romaine	non
23R147	Romaine	oui
23R149	Puyjalon	oui
23R150	Puyjalon	oui
23R151	Romaine	ouimixte
23R154	Puyjalon	non
23R155	Puyjalon	oui
23R156	Puyjalon	oui
23R158	Puyjalon	oui
23R163	Romaine	non
23R164	Puyjalon	oui
23R165	Puyjalon	non
23R166	Puyjalon	non
23R170	Puyjalon	oui
23R173	Romaine	non
23R174	Puyjalon	non
23R176	Romaine	ouimixte
23R177	Puyjalon	non
23R178	Puyjalon	oui
23R179	Puyjalon	non
23R183	Puyjalon	non
23R184	Puyjalon	non
23R186	Puyjalon	oui
23R188	Puyjalon	non
23R191	Puyjalon	non
23R193	Puyjalon	non
23R194	Puyjalon	non
23R196	Puyjalon	oui
23R197	Puyjalon	non
23R201	Puyjalon	non
23R202	Puyjalon	non
23R203	Puyjalon	oui
23R205	Romaine	non
23R207	Puyjalon	non
23R208	Puyjalon	non
23R210	Puyjalon	non
23R212	Romaine	non
23R214	Romaine	non
23R215	Romaine	non
23R216	Puyjalon	oui
23R217	Puyjalon	non
23R218	Puyjalon	oui
23R219	Puyjalon	non
23R221	Puyjalon	Sheldrake
23R227	Puyjalon	oui
23R230	Puyjalon	non
23R232	Puyjalon	oui
23R233	Puyjalon	non
23R236	Romaine	non
23R237	Puyjalon	oui
23R238	Puyjalon	non
23R240	Puyjalon	oui
23R241	Puyjalon	non
23R242	Puyjalon	oui
23R243	Puyjalon	non
23R244	Puyjalon	non
23R246	Puyjalon	non
23R247	Puyjalon	oui
23R249	Puyjalon	ouimixte
23R256	Puyjalon	oui
23R260	Puyjalon	non
23R261	Puyjalon	oui
23R263	Romaine	non
23R264	Puyjalon	Sheldrake
23R265	Puyjalon	oui
23R266	Puyjalon	non
23R267	Puyjalon	oui
23R269	Puyjalon	non
23R272	Puyjalon	non
23R274	Puyjalon	non
23R277	Puyjalon	non
23R278	Puyjalon	oui
23R281	Puyjalon	non
23R284	Puyjalon	non
23R286	Puyjalon	oui
23R287	Puyjalon	non
23R289	Romaine	non
23R290	Puyjalon	non
23R291	Puyjalon	non
23R293	Puyjalon	non
23R294	Puyjalon	oui
23R296	Romaine	non
23R298	Puyjalon	non
23R300	Romaine	non
23R301	Romaine	oui
23R309	Puyjalon	oui
23R310	Puyjalon	non
23R311	Puyjalon	oui
23R312	Romaine	non
23R313	Puyjalon	non
23R314	Romaine	oui
23R316	Puyjalon	non
23R319	Puyjalon	non
23R320	Puyjalon	non
23R321	Puyjalon	non
23R322	Puyjalon	oui
23R325	Puyjalon	non
23R326	Romaine	non
23R328	Puyjalon	non
23R329	Puyjalon	oui
23R330	Puyjalon	oui
23R331	Puyjalon	non
23R334	Puyjalon	oui
23R336	Puyjalon	non
23R337	Puyjalon	non
23R339	Romaine	oui
23R345	Puyjalon	non
23R346	Puyjalon	oui
23R348	Romaine	non
23R349	Romaine	non
23R352	Puyjalon	oui
23R353	Puyjalon	non
23R354	Romaine	oui
23R359	Romaine	non
23R360	Puyjalon	non
23R361	Puyjalon	non
23R362	Puyjalon	non
23R363	Romaine	non
23R367	Puyjalon	non
23R369	Puyjalon	non
23R370	Romaine	non
23R371	Puyjalon	non
23R372	Romaine	non
23R373	Puyjalon	non
23R375	Puyjalon	oui
23R378	Puyjalon	non
23R379	Puyjalon	non
23R381	Puyjalon	non
23R382	Puyjalon	non
23R383	Puyjalon	non
23R384	Puyjalon	non
23R385	Puyjalon	non
23R387	Puyjalon	non
23R389	Puyjalon	non
23R390	Romaine	non
23R391	Puyjalon	nonexistant
23R392	Puyjalon	non
23R394	Puyjalon	non
23R395	Puyjalon	oui
23R396	Puyjalon	non
23R397	Romaine	non
23R398	Puyjalon	oui
23R399	Puyjalon	non
23R400	Puyjalon	non
23R405	Puyjalon	non
23R410	Puyjalon	non
23R414	Puyjalon	oui
23R415	Puyjalon	non
23R417	Puyjalon	non
23R419	Puyjalon	non
23R420	Puyjalon	non
23R421	Puyjalon	non
23R422	Puyjalon	oui
