Croisement	F_ID	OrigineF	Cohorte_F	M_ID	Origine_M	Cohorte_M	Year	Stocking_Year	Type	Offspring	Family	Cross	Family_N	Family_L	X	Dead_byF	Dead_byF2	Dead	Survival	Offspring_Surv
1407813159	14078	Puyjalon	2014	13159	Puyjalon	2013	2018	2019	SSRR	2132	PU15-2B									
1407813187	14078	Puyjalon	2014	13187	Puyjalon	2013	2018	2019	SSRR	2132	PU15-2C									
1409213123	14092	Puyjalon	2014	13123	Puyjalon	2013	2018	2019	SSRR	3249	PU15-3A									
1409213159	14092	Puyjalon	2014	13159	Puyjalon	2013	2018	2019	SSRR	3249	PU15-3B									
1409213187	14092	Puyjalon	2014	13187	Puyjalon	2013	2018	2019	SSRR	3249	PU15-3C									
1406314136	14063	Puyjalon	2014	14136	Puyjalon	2014	2018	2019	SSRR	3530	PU18-1A									
1406314163	14063	Puyjalon	2014	14163	Puyjalon	2014	2018	2019	SSRR	3530	PU18-1B									
1410414136	14104	Puyjalon	2014	14136	Puyjalon	2014	2018	2019	SSRR	3147	PU18-2A									
1410414163	14104	Puyjalon	2014	14163	Puyjalon	2014	2018	2019	SSRR	3147	PU18-2B									
1400214087	14002	Puyjalon	2014	14087	Puyjalon	2014	2018	2019	SSRR	1243	PU19-1A									
1400213041	14002	Puyjalon	2014	13041	Puyjalon	2013	2018	2019	SSRR	1243	PU19-1B									
1400213113	14002	Puyjalon	2014	13113	Puyjalon	2013	2018	2019	SSRR	1243	PU19-1C									
1407914087	14079	Puyjalon	2014	14087	Puyjalon	2014	2018	2019	SSRR	2566	PU19-2A									
1407913041	14079	Puyjalon	2014	13041	Puyjalon	2013	2018	2019	SSRR	2566	PU19-2B									
1407913113	14079	Puyjalon	2014	13113	Puyjalon	2013	2018	2019	SSRR	2566	PU19-2C									
1410614087	14106	Puyjalon	2014	14087	Puyjalon	2014	2018	2019	SSRR	2769	PU19-3A									
1410613041	14106	Puyjalon	2014	13041	Puyjalon	2013	2018	2019	SSRR	2769	PU19-3B									
1410613113	14106	Puyjalon	2014	13113	Puyjalon	2013	2018	2019	SSRR	2769	PU19-3C									
1415014158	14150	Puyjalon	2014	14158	Puyjalon	2014	2018	2019	LARSA	2241	PU2-1A									
1415013162	14150	Puyjalon	2014	13162	Puyjalon	2013	2018	2019	LARSA	2241	PU2-1B									
1402914158	14029	Puyjalon	2014	14158	Puyjalon	2014	2018	2019	LARSA	1296	PU2-2A									
1402913162	14029	Puyjalon	2014	13162	Puyjalon	2013	2018	2019	LARSA	1296	PU2-2B									
1415413193	14154	Puyjalon	2014	13193	Puyjalon	2013	2018	2019	LARSA	2296	PU3-1A									
1415413196	14154	Puyjalon	2014	13196	Puyjalon	2013	2018	2019	LARSA	2296	PU3-1B									
1401513193	14015	Puyjalon	2014	13193	Puyjalon	2013	2018	2019	LARSA	3714	PU3-2A									
1401513196	14015	Puyjalon	2014	13196	Puyjalon	2013	2018	2019	LARSA	3714	PU3-2B									
1400414101	14004	Puyjalon	2014	14101	Puyjalon	2014	2018	2019	LARSA	1652	PU5-1A									
1400414005	14004	Puyjalon	2014	14005	Puyjalon	2014	2018	2019	LARSA	1652	PU5-1B									
1400414091	14004	Puyjalon	2014	14091	Puyjalon	2014	2018	2019	LARSA	1652	PU5-1C									
1406514101	14065	Puyjalon	2014	14101	Puyjalon	2014	2018	2019	LARSA	2441	PU5-2A									
1406514005	14065	Puyjalon	2014	14005	Puyjalon	2014	2018	2019	LARSA	2441	PU5-2B									
1406514091	14065	Puyjalon	2014	14091	Puyjalon	2014	2018	2019	LARSA	2441	PU5-2C									
1404714101	14047	Puyjalon	2014	14101	Puyjalon	2014	2018	2019	LARSA	2311	PU5-3A									
1404714005	14047	Puyjalon	2014	14005	Puyjalon	2014	2018	2019	LARSA	2311	PU5-3B									
1404714091	14047	Puyjalon	2014	14091	Puyjalon	2014	2018	2019	LARSA	2311	PU5-3C									
1416614151	14166	Puyjalon	2014	14151	Puyjalon	2014	2018	2019	LARSA	3149	PU6-1A									
1416614009	14166	Puyjalon	2014	14009	Puyjalon	2014	2018	2019	LARSA	3149	PU6-1B									
1416615038	14166	Puyjalon	2014	15038	Puyjalon	2015	2018	2019	LARSA	3149	PU6-1C									
1405214151	14052	Puyjalon	2014	14151	Puyjalon	2014	2018	2019	LARSA	3715	PU6-2A									
1405214009	14052	Puyjalon	2014	14009	Puyjalon	2014	2018	2019	LARSA	3715	PU6-2B									
1405215038	14052	Puyjalon	2014	15038	Puyjalon	2015	2018	2019	LARSA	3715	PU6-2C									
1405014101	14050	Puyjalon	2014	14101	Puyjalon	2014	2018	2019	LARSA	2911	PU6-3A									
1405014009	14050	Puyjalon	2014	14009	Puyjalon	2014	2018	2019	LARSA	2911	PU6-3B									
1405015038	14050	Puyjalon	2014	15038	Puyjalon	2015	2018	2019	LARSA	2911	PU6-3C									
1502214083	15022	Puyjalon	2015	14083	Puyjalon	2014	2018	2019	LARSA	2159	PU7-1A									
1502214156	15022	Puyjalon	2015	14156	Puyjalon	2014	2018	2019	LARSA	2159	PU7-1B									
1405114083	14051	Puyjalon	2014	14083	Puyjalon	2014	2018	2019	LARSA	1626	PU7-2A									
1405114156	14051	Puyjalon	2014	14156	Puyjalon	2014	2018	2019	LARSA	1626	PU7-2B									
1301613066	13016	Romaine	2013	13066	Romaine	2013	2018	2019	LARSA	1640	RO1-1A									
1301613070	13016	Romaine	2013	13070	Romaine	2013	2018	2019	LARSA	1640	RO1-1B									
1301613013	13016	Romaine	2013	13013	Romaine	2013	2018	2019	LARSA	1640	RO1-1C									
1413313066	14133	Romaine	2014	13066	Romaine	2013	2018	2019	LARSA	1471	RO1-2A									
1413313070	14133	Romaine	2014	13070	Romaine	2013	2018	2019	LARSA	1471	RO1-2B									
1413313013	14133	Romaine	2014	13013	Romaine	2013	2018	2019	LARSA	1471	RO1-2C									
1304314011	13043	Romaine	2013	14011	Romaine	2014	2018	2019	SSRR	4345	RO13-1A									
1304314035	13043	Romaine	2013	14035	Romaine	2014	2018	2019	SSRR	4345	RO13-1B									
1304314161	13043	Romaine	2013	14161	Romaine	2014	2018	2019	SSRR	4345	RO13-1C									
1406714011	14067	Romaine	2014	14011	Romaine	2014	2018	2019	SSRR	3739	RO13-2A									
1406714035	14067	Romaine	2014	14035	Romaine	2014	2018	2019	SSRR	3739	RO13-2B									
1406714161	14067	Romaine	2014	14161	Romaine	2014	2018	2019	SSRR	3739	RO13-2C									
1305414011	13054	Romaine	2013	14011	Romaine	2014	2018	2019	SSRR	1873	RO13-3A									
1305414035	13054	Romaine	2013	14035	Romaine	2014	2018	2019	SSRR	1873	RO13-3B									
1305414161	13054	Romaine	2013	14161	Romaine	2014	2018	2019	SSRR	1873	RO13-3C									
1319213066	13192	Romaine	2013	13066	Romaine	2013	2018	2019	LARSA	1644	RO1-3A									
1319213070	13192	Romaine	2013	13070	Romaine	2013	2018	2019	LARSA	1644	RO1-3B									
1319213013	13192	Romaine	2013	13013	Romaine	2013	2018	2019	LARSA	1644	RO1-3C									
1304714086	13047	Romaine	2013	14086	Romaine	2014	2018	2019	SSRR	1450	RO14-1A									
1304713119	13047	Romaine	2013	13119	Romaine	2013	2018	2019	SSRR	1450	RO14-1B									
1304713154	13047	Romaine	2013	13154	Romaine	2013	2018	2019	SSRR	1450	RO14-1C									
1309114086	13091	Romaine	2013	14086	Romaine	2014	2018	2019	SSRR	1654	RO14-2A									
1309113119	13091	Romaine	2013	13119	Romaine	2013	2018	2019	SSRR	1654	RO14-2B									
1309113154	13091	Romaine	2013	13154	Romaine	2013	2018	2019	SSRR	1654	RO14-2C									
1307614086	13076	Romaine	2013	14086	Romaine	2014	2018	2019	SSRR	1750	RO14-3A									
1307613119	13076	Romaine	2013	13119	Romaine	2013	2018	2019	SSRR	1750	RO14-3B									
1307613154	13076	Romaine	2013	13154	Romaine	2013	2018	2019	SSRR	1750	RO14-3C									
1305914066	13059	Romaine	2013	14066	Romaine	2014	2018	2019	LARSA	1515	RO2-1A									
1305914148	13059	Romaine	2013	14148	Romaine	2014	2018	2019	LARSA	1515	RO2-1B									
1305915039	13059	Romaine	2013	15039	Romaine	2015	2018	2019	LARSA	1515	RO2-1C									
1407414066	14074	Romaine	2014	14066	Romaine	2014	2018	2019	LARSA	2374	RO2-2A									
1407414148	14074	Romaine	2014	14148	Romaine	2014	2018	2019	LARSA	2374	RO2-2B									
1407415039	14074	Romaine	2014	15039	Romaine	2015	2018	2019	LARSA	2374	RO2-2C									
1407614066	14076	Romaine	2014	14066	Romaine	2014	2018	2019	LARSA	2075	RO2-3A									
1407614148	14076	Romaine	2014	14148	Romaine	2014	2018	2019	LARSA	2075	RO2-3B									
1407615039	14076	Romaine	2014	15039	Romaine	2015	2018	2019	LARSA	2075	RO2-3C									
1405414075	14054	Romaine	2014	14075	Romaine	2014	2018	2019	LARSA	4634	RO24-1A									
1405413112	14054	Romaine	2014	13112	Romaine	2013	2018	2019	LARSA	4634	RO24-1B									
1308814075	13088	Romaine	2013	14075	Romaine	2014	2018	2019	SSRR	3065	RO24-2A									
1308813112	13088	Romaine	2013	13112	Romaine	2013	2018	2019	SSRR	3065	RO24-2B									
1306514128	13065	Romaine	2013	14128	Romaine	2014	2018	2019	LARSA	2162	RO3-1A									
1306514088	13065	Romaine	2013	14088	Romaine	2014	2018	2019	LARSA	2162	RO3-1B									
1306513036	13065	Romaine	2013	13036	Romaine	2013	2018	2019	LARSA	2162	RO3-1C									
1403614128	14036	Romaine	2014	14128	Romaine	2014	2018	2019	LARSA	1818	RO3-2A									
1403614088	14036	Romaine	2014	14088	Romaine	2014	2018	2019	LARSA	1818	RO3-2B									
1403613036	14036	Romaine	2014	13036	Romaine	2013	2018	2019	LARSA	1818	RO3-2C									
1502814128	15028	Romaine	2015	14128	Romaine	2014	2018	2019	LARSA	1394	RO3-3A									
1502814088	15028	Romaine	2015	14088	Romaine	2014	2018	2019	LARSA	1394	RO3-3B									
1502813036	15028	Romaine	2015	13036	Romaine	2013	2018	2019	LARSA	1394	RO3-3C									
1406213029	14062	Romaine	2014	13029	Romaine	2013	2018	2019	LARSA	2475	RO4-1A									
1406213103	14062	Romaine	2014	13103	Romaine	2013	2018	2019	LARSA	2475	RO4-1B									
1406213161	14062	Romaine	2014	13161	Romaine	2013	2018	2019	LARSA	2475	RO4-1C									
1503213029	15032	Romaine	2015	13029	Romaine	2013	2018	2019	LARSA	2469	RO4-2A									
1503213103	15032	Romaine	2015	13103	Romaine	2013	2018	2019	LARSA	2469	RO4-2B									
1503213161	15032	Romaine	2015	13161	Romaine	2013	2018	2019	LARSA	2469	RO4-2C									
1404313029	14043	Romaine	2014	13029	Romaine	2013	2018	2019	LARSA	3249	RO4-3A									
1404313103	14043	Romaine	2014	13103	Romaine	2013	2018	2019	LARSA	3249	RO4-3B									
1404313161	14043	Romaine	2014	13161	Romaine	2013	2018	2019	LARSA	3249	RO4-3C									
1412214111	14122	Romaine	2014	14111	Romaine	2014	2018	2019	LARSA	3016	RO5-1A									
1412214134	14122	Romaine	2014	14134	Romaine	2014	2018	2019	LARSA	3016	RO5-1B									
1412214147	14122	Romaine	2014	14147	Romaine	2014	2018	2019	LARSA	3016	RO5-1C									
1309414111	13094	Romaine	2013	14111	Romaine	2014	2018	2019	LARSA	2089	RO5-2A									
1309414134	13094	Romaine	2013	14134	Romaine	2014	2018	2019	LARSA	2089	RO5-2B									
1309414147	13094	Romaine	2013	14147	Romaine	2014	2018	2019	LARSA	2089	RO5-2C									
1316814111	13168	Romaine	2013	14111	Romaine	2014	2018	2019	LARSA	4518	RO5-3A									
1316814134	13168	Romaine	2013	14134	Romaine	2014	2018	2019	LARSA	4518	RO5-3B									
1316814147	13168	Romaine	2013	14147	Romaine	2014	2018	2019	LARSA	4518	RO5-3C									
1316713011	13167	Romaine	2013	13011	Romaine	2013	2018	2019	LARSA	2552	RO6-1A									
1316714098	13167	Romaine	2013	14098	Romaine	2014	2018	2019	LARSA	2552	RO6-1B									
1316713156	13167	Romaine	2013	13156	Romaine	2013	2018	2019	LARSA	2552	RO6-1C									
1403213011	14032	Romaine	2014	13011	Romaine	2013	2018	2019	LARSA	3863	RO6-2A									
1403214098	14032	Romaine	2014	14098	Romaine	2014	2018	2019	LARSA	3863	RO6-2B									
1403213156	14032	Romaine	2014	13156	Romaine	2013	2018	2019	LARSA	3863	RO6-2C									
1408013011	14080	Romaine	2014	13011	Romaine	2013	2018	2019	LARSA	2686	RO6-3A									
1408014098	14080	Romaine	2014	14098	Romaine	2014	2018	2019	LARSA	2686	RO6-3B									
1408013156	14080	Romaine	2014	13156	Romaine	2013	2018	2019	LARSA	2686	RO6-3C									
1316314110	13163	Romaine	2013	14110	Romaine	2014	2018	2019	SSRR	1642	RO7-1A									
1316314034	13163	Romaine	2013	14034	Romaine	2014	2018	2019	SSRR	1642	RO7-1B									
1316314077	13163	Romaine	2013	14077	Romaine	2014	2018	2019	SSRR	1642	RO7-1C									
1316414110	13164	Romaine	2013	14110	Romaine	2014	2018	2019	SSRR	2453	RO7-2A									
1316414034	13164	Romaine	2013	14034	Romaine	2014	2018	2019	SSRR	2453	RO7-2B									
1316414077	13164	Romaine	2013	14077	Romaine	2014	2018	2019	SSRR	2453	RO7-2C									
1309314110	13093	Romaine	2013	14110	Romaine	2014	2018	2019	SSRR	3570	RO7-3A									
1309314034	13093	Romaine	2013	14034	Romaine	2014	2018	2019	SSRR	3570	RO7-3B									
1309314077	13093	Romaine	2013	14077	Romaine	2014	2018	2019	SSRR	3570	RO7-3C									
1409613118	14096	Romaine	2014	13118	Romaine	2013	2018	2019	SSRR	2976	RO8-1A									
1409614020	14096	Romaine	2014	14020	Romaine	2014	2018	2019	SSRR	2976	RO8-1B									
1402213118	14022	Romaine	2014	13118	Romaine	2013	2018	2019	SSRR	2586	RO8-2A									
1402214020	14022	Romaine	2014	14020	Romaine	2014	2018	2019	SSRR	2586	RO8-2B									
1720513110	17205	Puyjalon	2017	13110	Puyjalon	2013	2019	2020	LARSA	904	PU10-1									
1720513031	17205	Puyjalon	2017	13031	Puyjalon	2013	2019	2020	LARSA	904	PU10-1									
1409513110	14095	Puyjalon	2014	13110	Puyjalon	2013	2019	2020	LARSA	1354	PU10-2									
1409513031	14095	Puyjalon	2014	13031	Puyjalon	2013	2019	2020	LARSA	1354	PU10-2									
1415313110	14153	Puyjalon	2014	13110	Puyjalon	2013	2019	2020	LARSA	1428	PU10-3									
1415313031	14153	Puyjalon	2014	13031	Puyjalon	2013	2019	2020	LARSA	1428	PU10-3									
1402114033	14021	Puyjalon	2014	14033	Puyjalon	2014	2019	2020	SSRR	2705	PU1-1									
1402114030	14021	Puyjalon	2014	14030	Puyjalon	2014	2019	2020	SSRR	2367	PU1-1									
1412713108	14127	Puyjalon	2014	13108	Puyjalon	2013	2019	2020	LARSA	2212	PU11-1									
1412713024	14127	Puyjalon	2014	13024	Puyjalon	2013	2019	2020	LARSA	2212	PU11-1									
1410813108	14108	Puyjalon	2014	13108	Puyjalon	2013	2019	2020	LARSA	2857	PU11-2									
1410813024	14108	Puyjalon	2014	13024	Puyjalon	2013	2019	2020	LARSA	2857	PU11-2									
1405014033	14050	Puyjalon	2014	14033	Puyjalon	2014	2019	2020	SSRR	2853	PU1-2									
1405014030	14050	Puyjalon	2014	14030	Puyjalon	2014	2019	2020	SSRR	2853	PU1-2									
1401514033	14015	Puyjalon	2014	14033	Puyjalon	2014	2019	2020	SSRR	2496	PU1-3									
1401514030	14015	Puyjalon	2014	14030	Puyjalon	2014	2019	2020	SSRR	2496	PU1-3									
1405114045	14051	Puyjalon	2014	14045	Puyjalon	2014	2019	2020	SSRR	1907	PU2-1									
1405113105	14051	Puyjalon	2014	13105	Puyjalon	2013	2019	2020	SSRR	1907	PU2-1									
1405115038	14051	Puyjalon	2014	15038	Puyjalon	2015	2019	2020	SSRR	1907	PU2-1									
1415414045	14154	Puyjalon	2014	14045	Puyjalon	2014	2019	2020	SSRR	2426	PU2-2									
1415413105	14154	Puyjalon	2014	13105	Puyjalon	2013	2019	2020	SSRR	2426	PU2-2									
1415415038	14154	Puyjalon	2014	15038	Puyjalon	2015	2019	2020	SSRR	2426	PU2-2									
1400414045	14004	Puyjalon	2014	14045	Puyjalon	2014	2019	2020	SSRR	1996	PU2-3									
1400413105	14004	Puyjalon	2014	13105	Puyjalon	2013	2019	2020	SSRR	1996	PU2-3									
1400415038	14004	Puyjalon	2014	15038	Puyjalon	2015	2019	2020	SSRR	1996	PU2-3									
1401214156	14012	Puyjalon	2014	14156	Puyjalon	2014	2019	2020	SSRR	2921	PU3-1									
1401213083	14012	Puyjalon	2014	13083	Puyjalon	2013	2019	2020	SSRR	2921	PU3-1									
1401214033	14012	Puyjalon	2014	14033	Puyjalon	2014	2019	2020	SSRR	2921	PU3-1									
1401214030	14012	Puyjalon	2014	14030	Puyjalon	2014	2019	2020	SSRR	2921	PU3-1									
1407814156	14078	Puyjalon	2014	14156	Puyjalon	2014	2019	2020	SSRR	3232	PU3-2									
1407813083	14078	Puyjalon	2014	13083	Puyjalon	2013	2019	2020	SSRR	3232	PU3-2									
1407814033	14078	Puyjalon	2014	14033	Puyjalon	2014	2019	2020	SSRR	3232	PU3-2									
1407814030	14078	Puyjalon	2014	14030	Puyjalon	2014	2019	2020	SSRR	3232	PU3-2									
1414014156	14140	Puyjalon	2014	14156	Puyjalon	2014	2019	2020	SSRR	2887	PU3-3									
1414013083	14140	Puyjalon	2014	13083	Puyjalon	2013	2019	2020	SSRR	2887	PU3-3									
1414014033	14140	Puyjalon	2014	14033	Puyjalon	2014	2019	2020	SSRR	2887	PU3-3									
1414014030	14140	Puyjalon	2014	14030	Puyjalon	2014	2019	2020	SSRR	2887	PU3-3									
1415014156	14150	Puyjalon	2014	14156	Puyjalon	2014	2019	2020	SSRR	3536	PU3-4									
1415013083	14150	Puyjalon	2014	13083	Puyjalon	2013	2019	2020	SSRR	3536	PU3-4									
1415014033	14150	Puyjalon	2014	14033	Puyjalon	2014	2019	2020	SSRR	3536	PU3-4									
1415014030	14150	Puyjalon	2014	14030	Puyjalon	2014	2019	2020	SSRR	3536	PU3-4									
1400214167	14002	Puyjalon	2014	14167	Puyjalon	2014	2019	2020	SSRR	2968	PU4-1									
1400213179	14002	Puyjalon	2014	13179	Puyjalon	2013	2019	2020	SSRR	2782	PU4-1									
1400214030	14002	Puyjalon	2014	14030	Puyjalon	2014	2019	2020	SSRR	2968	PU4-1									
1413914167	14139	Puyjalon	2014	14167	Puyjalon	2014	2019	2020	SSRR	2687	PU4-2									
1413913179	14139	Puyjalon	2014	13179	Puyjalon	2013	2019	2020	SSRR	3061	PU4-2									
1413914030	14139	Puyjalon	2014	14030	Puyjalon	2014	2019	2020	SSRR	3129	PU4-2									
1405214064	14052	Puyjalon	2014	14064	Puyjalon	2014	2019	2020	SSRR	2774	PU5-1									
1405214123	14052	Puyjalon	2014	14123	Puyjalon	2014	2019	2020	SSRR	2894	PU5-1									
1410414064	14104	Puyjalon	2014	14064	Puyjalon	2014	2019	2020	SSRR	3424	PU5-2									
1410414123	14104	Puyjalon	2014	14123	Puyjalon	2014	2019	2020	SSRR	3128	PU5-2									
1502314064	15023	Puyjalon	2015	14064	Puyjalon	2014	2019	2020	SSRR	2819	PU5-3									
1502314123	15023	Puyjalon	2015	14123	Puyjalon	2014	2019	2020	SSRR	2481	PU5-3									
1503414064	15034	Puyjalon	2015	14064	Puyjalon	2014	2019	2020	LARSA	2072	PU6-1									
1503414033	15034	Puyjalon	2015	14033	Puyjalon	2014	2019	2020	LARSA	2072	PU6-1									
1410314064	14103	Puyjalon	2014	14064	Puyjalon	2014	2019	2020	LARSA	2680	PU6-2									
1410314033	14103	Puyjalon	2014	14033	Puyjalon	2014	2019	2020	LARSA	2680	PU6-2									
1406314064	14063	Puyjalon	2014	14064	Puyjalon	2014	2019	2020	LARSA	2343	PU6-3									
1406314033	14063	Puyjalon	2014	14033	Puyjalon	2014	2019	2020	LARSA	2343	PU6-3									
1414114156	14141	Puyjalon	2014	14156	Puyjalon	2014	2019	2020	LARSA	2470	PU7-1									
1414114016	14141	Puyjalon	2014	14016	Puyjalon	2014	2019	2020	LARSA	2470	PU7-1									
1414114053	14141	Puyjalon	2014	14053	Puyjalon	2014	2019	2020	LARSA	2470	PU7-1									
1409214156	14092	Puyjalon	2014	14156	Puyjalon	2014	2019	2020	LARSA	4006	PU7-2									
1409214016	14092	Puyjalon	2014	14016	Puyjalon	2014	2019	2020	LARSA	4006	PU7-2									
1409214053	14092	Puyjalon	2014	14053	Puyjalon	2014	2019	2020	LARSA	4006	PU7-2									
1411414156	14114	Puyjalon	2014	14156	Puyjalon	2014	2019	2020	LARSA	3142	PU7-3									
1411414016	14114	Puyjalon	2014	14016	Puyjalon	2014	2019	2020	LARSA	3142	PU7-3									
1411414053	14114	Puyjalon	2014	14053	Puyjalon	2014	2019	2020	LARSA	3142	PU7-3									
1502614033	15026	Puyjalon	2015	14033	Puyjalon	2014	2019	2020	LARSA	1214	PU8-1									
1502614030	15026	Puyjalon	2015	14030	Puyjalon	2014	2019	2020	LARSA	1214	PU8-1									
1407914033	14079	Puyjalon	2014	14033	Puyjalon	2014	2019	2020	LARSA	1846	PU8-2									
1407914030	14079	Puyjalon	2014	14030	Puyjalon	2014	2019	2020	LARSA	1846	PU8-2									
1401914009	14019	Puyjalon	2014	14009	Puyjalon	2014	2019	2020	LARSA	4332	PU9-1									
1401913123	14019	Puyjalon	2014	13123	Puyjalon	2013	2019	2020	LARSA	4332	PU9-1									
1720714009	17207	Puyjalon	2017	14009	Puyjalon	2014	2019	2020	LARSA	3878	PU9-2									
1720713123	17207	Puyjalon	2017	13123	Puyjalon	2013	2019	2020	LARSA	3878	PU9-2									
1401313026	14013	Romaine	2014	13026	Romaine	2013	2019	2020	SSRR	1495	RO10-1									
1401313053	14013	Romaine	2014	13053	Romaine	2013	2019	2020	SSRR	1495	RO10-1									
1309213026	13092	Romaine	2013	13026	Romaine	2013	2019	2020	SSRR	1691	RO10-2									
1309213053	13092	Romaine	2013	13053	Romaine	2013	2019	2020	SSRR	1691	RO10-2									
1413314059	14133	Romaine	2014	14059	Romaine	2014	2019	2020	LARSA	2724	RO1-1									
1413313019	14133	Romaine	2014	13019	Romaine	2013	2019	2020	LARSA	2724	RO1-1									
1403614077	14036	Romaine	2014	14077	Romaine	2014	2019	2020	SSRR	1834	RO11-1									
1403613103	14036	Romaine	2014	13103	Romaine	2013	2019	2020	SSRR	1834	RO11-1									
1403613030	14036	Romaine	2014	13030	Romaine	2013	2019	2020	SSRR	1834	RO11-1									
1406714077	14067	Romaine	2014	14077	Romaine	2014	2019	2020	SSRR	2816	RO11-2									
1406713103	14067	Romaine	2014	13103	Romaine	2013	2019	2020	SSRR	2816	RO11-2									
1406713030	14067	Romaine	2014	13030	Romaine	2013	2019	2020	SSRR	2816	RO11-2									
1409614077	14096	Romaine	2014	14077	Romaine	2014	2019	2020	SSRR	1781	RO11-3									
1409613103	14096	Romaine	2014	13103	Romaine	2013	2019	2020	SSRR	1781	RO11-3									
1409613030	14096	Romaine	2014	13030	Romaine	2013	2019	2020	SSRR	1781	RO11-3									
1403614059	14036	Romaine	2014	14059	Romaine	2014	2019	2020	LARSA	3913	RO1-2									
1403613019	14036	Romaine	2014	13019	Romaine	2013	2019	2020	LARSA	3913	RO1-2									
1309313070	13093	Romaine	2013	13070	Romaine	2013	2019	2020	SSRR	3656	RO12-1									
1309314111	13093	Romaine	2013	14111	Romaine	2014	2019	2020	SSRR	3730	RO12-1									
1309314147	13093	Romaine	2013	14147	Romaine	2014	2019	2020	SSRR	3324	RO12-1									
1305413070	13054	Romaine	2013	13070	Romaine	2013	2019	2020	SSRR	2957	RO12-2									
1305414111	13054	Romaine	2013	14111	Romaine	2014	2019	2020	SSRR	2270	RO12-2									
1305414147	13054	Romaine	2013	14147	Romaine	2014	2019	2020	SSRR	2838	RO12-2									
1305613070	13056	Romaine	2013	13070	Romaine	2013	2019	2020	SSRR	3656	RO12-3									
1305614111	13056	Romaine	2013	14111	Romaine	2014	2019	2020	SSRR	2687	RO12-3									
1305614147	13056	Romaine	2013	14147	Romaine	2014	2019	2020	SSRR	2963	RO12-3									
1318013103	13180	Romaine	2013	13103	Romaine	2013	2019	2020	SSRR	4219	RO13-1									
1318013126	13180	Romaine	2013	13126	Romaine	2013	2019	2020	SSRR	4219	RO13-1									
1318014098	13180	Romaine	2013	14098	Romaine	2014	2019	2020	SSRR	4219	 RO13-1									
1312513103	13125	Romaine	2013	13103	Romaine	2013	2019	2020	SSRR	3004	RO13-2									
1312513126	13125	Romaine	2013	13126	Romaine	2013	2019	2020	SSRR	3004	RO13-2									
1312514098	13125	Romaine	2013	14098	Romaine	2014	2019	2020	SSRR	3004	RO13-2									
1316413103	13164	Romaine	2013	13103	Romaine	2013	2019	2020	SSRR	2627	RO13-3									
1316413126	13164	Romaine	2013	13126	Romaine	2013	2019	2020	SSRR	2627	RO13-3									
1316414098	13164	Romaine	2013	14098	Romaine	2014	2019	2020	SSRR	2627	RO13-3									
1309914148	13099	Romaine	2013	14148	Romaine	2014	2019	2020	SSRR	3558	RO14-1									
1309913029	13099	Romaine	2013	13029	Romaine	2013	2019	2020	SSRR	3558	RO14-1									
1309913066	13099	Romaine	2013	13066	Romaine	2013	2019	2020	SSRR	3558	RO14-1									
1303514148	13035	Romaine	2013	14148	Romaine	2014	2019	2020	SSRR	4084	RO14-2									
1303513029	13035	Romaine	2013	13029	Romaine	2013	2019	2020	SSRR	4084	RO14-2									
1303513066	13035	Romaine	2013	13066	Romaine	2013	2019	2020	SSRR	4084	RO14-2									
1308114148	13081	Romaine	2013	14148	Romaine	2014	2019	2020	SSRR	3695	RO14-3									
1308113029	13081	Romaine	2013	13029	Romaine	2013	2019	2020	SSRR	3695	RO14-3									
1308113066	13081	Romaine	2013	13066	Romaine	2013	2019	2020	SSRR	3695	RO14-3									
1316714128	13167	Romaine	2013	14128	Romaine	2014	2019	2020	SSRR	2710	RO15-1									
1316713161	13167	Romaine	2013	13161	Romaine	2013	2019	2020	SSRR	2710	RO15-1									
1316713103	13167	Romaine	2013	13103	Romaine	2013	2019	2020	SSRR	2710	RO15-1									
1317113103	13171	Romaine	2013	13103	Romaine	2013	2019	2020	SSRR	2921	RO15-2									
1317114128	13171	Romaine	2013	14128	Romaine	2014	2019	2020	SSRR	2921	RO15-2									
1317113161	13171	Romaine	2013	13161	Romaine	2013	2019	2020	SSRR	2921	RO15-2									
1300613103	13006	Romaine	2013	13103	Romaine	2013	2019	2020	SSRR	3480	RO15-3									
1300614128	13006	Romaine	2013	14128	Romaine	2014	2019	2020	SSRR	3480	RO15-3									
1300613161	13006	Romaine	2013	13161	Romaine	2013	2019	2020	SSRR	3480	RO15-3									
1309115039	13091	Romaine	2013	15039	Romaine	2015	2019	2020	SSRR	3009	RO16-1									
1309114066	13091	Romaine	2013	14066	Romaine	2014	2019	2020	SSRR	3009	RO16-1									
1309113070	13091	Romaine	2013	13070	Romaine	2013	2019	2020	SSRR	3009	RO16-1									
1316815039	13168	Romaine	2013	15039	Romaine	2015	2019	2020	SSRR	5016	RO16-2									
1316814066	13168	Romaine	2013	14066	Romaine	2014	2019	2020	SSRR	5016	RO16-2									
1316813070	13168	Romaine	2013	13070	Romaine	2013	2019	2020	SSRR	5016	RO16-2									
1503215039	15032	Romaine	2015	15039	Romaine	2015	2019	2020	SSRR	3143	RO16-3									
1503214066	15032	Romaine	2015	14066	Romaine	2014	2019	2020	SSRR	3143	RO16-3									
1503213070	15032	Romaine	2015	13070	Romaine	2013	2019	2020	SSRR	3143	RO16-3									
1405414110	14054	Romaine	2014	14110	Romaine	2014	2019	2020	SSRR	4196	RO17-1									
