Ne																																																																																		
npops = 14																																																																																		
nloci = 41																																																																																		
																																																																																		
	NGS-SSsp2210		NGS-SsaD486		Ssa-1.7		Ssa-10.1		Ssa-10.2		Ssa-11.2		Ssa-11.3		Ssa-11.5		Ssa-11.8		Ssa-12.5		Ssa-13.8		Ssa-14.2		Ssa-14.3		Ssa-14.5		Ssa-14.6		Ssa-14.8		Ssa-15.1		Ssa-15.3		Ssa-15.7		Ssa-17.1		Ssa-18.7		Ssa-19.1		Ssa-19.2		Ssa-19.3		Ssa-2.1		Ssa-2.2		Ssa-2.7		Ssa-20.2		Ssa-21.2		Ssa-22.2		Ssa-22.9		Ssa-22.d31		Ssa-25.11		Ssa-25.2		Ssa-26.1		Ssa-4.d44		Ssa-5.2		Ssa-6.2		Ssa-7.12		Ssa-9.3		Ssa-9.8	
21R274	25	49	36	36	49	49	37	37	51	51	73	73	63	63	37	49	64	73	72	72	42	48	42	54	64	64	36	39	45	45	57	66	43	49	62	65	73	73	64	64	71	71	56	56	38	41	52	55	28	34	35	35	37	43	42	42	78	78	56	56	61	64	50	54	39	39	42	48	33	33	35	37	49	49	40	46	36	45	37	40	31	37
21R431	25	45	40	56	46	52	28	37	48	51	49	73	51	63	37	46	73	73	69	69	42	42	48	54	64	70	30	39	45	45	66	66	43	46	53	62	64	73	46	55	71	71	56	83	38	38	52	52	34	34	35	41	34	46	42	42	60	78	65	71	61	64	50	50	39	51	42	42	33	57	35	37	43	49	40	40	30	36	40	46	31	37
22R011	25	45	36	40	52	52	28	37	51	51	49	73	57	57	37	46	73	73	69	69	42	42	48	60	64	64	39	42	45	45	66	66	43	49	53	62	64	73	?	?	68	71	56	62	38	41	52	55	34	34	35	35	16	43	42	45	?	?	71	80	64	67	54	56	?	?	42	51	48	54	35	39	49	49	40	46	30	45	40	46	31	37
22R014	45	49	52	52	52	52	28	37	48	48	49	58	54	57	37	49	64	73	69	72	42	48	42	60	64	70	21	36	42	45	60	69	49	49	53	53	64	73	46	55	71	71	56	74	38	38	52	55	28	34	35	35	34	34	39	42	?	?	71	80	64	64	50	50	39	39	42	51	33	33	37	39	49	49	40	40	45	45	37	46	31	37
22R021	45	45	40	52	52	55	37	40	45	48	73	73	63	63	37	46	73	73	69	69	42	42	42	54	64	64	36	36	45	45	60	60	46	49	53	53	67	73	46	46	71	71	56	56	38	41	55	55	34	34	35	41	34	43	42	42	?	?	56	65	58	61	50	50	39	39	36	51	33	33	39	39	49	49	46	46	45	45	37	37	31	34
22R025	45	65	40	40	46	52	37	40	48	48	?	?	54	63	37	49	64	73	69	69	48	48	42	42	64	67	36	36	45	45	?	?	46	49	62	65	64	73	?	?	71	71	56	62	38	38	52	55	34	34	35	35	37	37	42	42	?	?	?	?	64	64	50	56	39	39	42	42	33	33	?	?	49	49	46	46	30	45	37	40	37	37
22R029	45	49	36	40	49	52	28	28	51	51	49	73	63	63	37	46	67	73	69	72	42	48	42	60	64	64	21	39	45	45	60	69	43	49	62	62	73	79	55	64	71	71	56	62	38	38	52	52	34	34	35	41	34	37	?	?	?	?	?	?	58	64	50	56	?	?	36	42	33	33	35	37	43	43	40	40	36	45	37	40	31	31
22R034	25	45	36	36	52	55	28	28	51	51	49	73	63	63	37	46	67	73	69	69	42	48	42	60	64	64	21	39	45	45	60	69	43	49	62	62	73	79	55	64	68	71	56	62	38	38	52	52	34	34	35	35	37	37	39	42	60	78	71	83	58	64	50	50	39	39	36	42	33	33	35	39	43	49	40	46	36	45	40	40	31	31
22R036	49	49	32	40	52	52	28	28	45	48	73	73	54	57	37	46	64	64	72	72	42	48	42	42	64	70	36	42	45	45	?	?	43	46	49	53	73	79	46	55	?	?	62	74	38	38	49	55	28	34	35	35	34	43	42	42	60	60	?	?	64	64	50	56	39	39	42	51	48	54	37	37	43	49	40	46	45	51	40	46	31	34
22R042	45	45	40	52	52	55	28	37	51	54	49	49	54	63	37	37	67	73	69	69	42	48	42	60	64	64	21	39	45	45	?	?	43	49	53	62	64	79	?	?	?	?	56	62	38	38	52	55	34	34	35	41	34	34	39	42	?	?	?	?	58	64	50	56	39	39	42	42	33	33	35	37	43	43	40	40	45	45	40	40	31	31
22R043	25	49	40	40	49	55	37	40	51	54	49	58	57	63	37	37	67	73	69	69	42	42	42	48	64	70	36	39	45	45	66	69	43	49	62	62	64	79	55	55	68	71	56	62	38	38	52	55	34	34	35	35	34	43	39	42	60	60	71	71	64	64	54	56	39	39	36	42	33	33	39	39	49	49	40	46	36	45	40	40	31	37
22R048	25	25	32	40	52	55	28	37	51	51	43	73	54	63	37	37	73	76	69	69	42	42	42	54	64	70	39	39	45	45	?	?	43	49	62	62	64	79	46	55	?	?	56	56	38	41	49	52	34	34	35	41	34	43	42	42	?	?	65	71	64	67	50	54	?	?	36	51	33	33	37	39	43	43	40	46	45	45	40	40	37	37
22R062	25	45	52	56	46	55	28	40	51	54	49	58	57	63	46	46	73	73	69	72	42	42	42	42	64	64	39	39	42	45	?	?	49	49	62	65	64	79	46	64	71	71	59	62	38	38	52	55	28	34	35	35	37	37	39	42	?	?	59	80	64	64	50	50	?	?	36	42	?	?	35	37	49	49	40	46	45	45	37	37	34	34
22R075	25	49	40	40	52	55	28	28	45	51	58	73	57	57	46	49	64	73	69	72	42	42	42	42	64	64	21	39	45	45	?	?	46	49	49	53	64	73	46	64	71	71	56	62	38	38	52	55	34	34	35	35	16	37	39	42	60	78	?	?	?	?	50	54	?	?	36	51	54	54	37	37	49	49	40	46	45	51	40	46	31	37
22R088	45	45	36	44	46	49	28	37	51	51	49	58	54	63	37	46	73	73	69	69	42	48	42	54	64	70	36	39	45	45	?	?	43	49	53	68	73	73	46	55	71	71	56	62	38	41	55	55	34	34	35	41	34	37	39	39	60	60	56	80	58	64	50	50	39	39	36	42	33	57	35	35	43	49	46	46	45	45	37	40	31	34
22R093	45	45	32	56	49	49	28	37	51	54	58	73	63	63	37	46	73	73	69	69	42	48	42	42	64	64	21	39	42	45	60	69	43	46	53	65	61	79	?	?	77	77	56	56	38	38	52	55	34	34	35	41	37	37	42	45	78	78	59	80	64	64	50	50	39	39	36	36	33	69	35	37	49	49	40	46	36	45	37	46	34	34
22R105	45	49	32	36	52	52	28	40	45	51	73	73	54	57	37	46	64	64	69	69	42	42	42	54	64	64	21	36	45	45	60	60	43	49	53	68	67	73	46	46	68	68	56	80	38	41	52	52	28	34	35	35	37	43	?	?	60	78	71	71	64	64	50	50	39	39	36	51	33	33	35	37	43	49	46	46	30	51	37	40	37	37
22R119	41	49	32	36	55	55	28	43	48	51	58	73	54	54	37	49	73	73	69	69	42	42	42	42	70	70	36	39	42	45	66	69	43	49	53	53	64	73	46	64	71	71	56	56	41	41	49	55	34	34	35	41	43	43	42	45	60	78	?	?	64	67	50	56	39	39	42	42	48	48	37	37	49	49	40	46	36	45	37	37	37	37
22R131	25	49	32	40	52	55	28	43	45	51	58	58	51	57	46	49	73	73	69	72	42	42	42	42	64	70	36	39	45	45	66	69	46	49	53	53	64	73	46	46	71	71	56	62	38	38	49	52	34	34	35	41	16	43	39	42	?	?	71	80	64	67	54	56	?	?	42	42	54	57	35	39	43	49	46	46	45	45	40	40	34	34
22R158	25	49	32	40	52	55	28	43	45	48	58	73	54	57	37	49	64	73	69	72	42	42	42	42	64	64	21	39	45	45	60	66	43	46	49	53	73	79	46	64	68	71	56	62	38	38	52	55	34	34	35	35	34	43	39	42	78	78	71	80	64	64	56	56	?	?	36	51	48	54	37	37	43	49	40	46	45	45	40	40	34	34
22R160	25	45	32	40	52	55	37	37	51	51	49	73	54	57	37	46	73	73	69	69	42	42	42	60	64	64	36	42	45	45	57	66	49	49	53	62	64	67	46	64	68	71	83	83	38	38	52	52	34	34	35	35	34	43	42	42	75	78	71	80	64	67	50	56	39	39	42	51	33	54	35	39	43	49	40	46	45	45	37	37	31	34
22R164	41	49	32	36	52	55	40	43	48	51	73	73	54	54	37	49	73	73	69	72	42	42	42	60	64	67	?	?	42	45	?	?	43	49	53	53	64	64	46	55	68	71	56	62	38	38	55	55	28	34	35	41	16	43	42	45	60	60	?	?	?	?	54	56	39	39	42	57	48	57	35	39	49	49	46	46	36	45	37	40	31	37
22R176	45	45	40	40	52	55	28	37	51	51	49	58	54	57	37	46	64	64	69	69	42	42	42	54	64	64	36	39	45	45	?	?	43	43	53	62	61	73	?	?	68	71	56	62	38	41	55	55	34	34	35	41	34	43	39	42	?	?	?	?	?	?	50	54	39	48	42	42	33	33	35	35	43	49	40	46	36	45	40	40	31	31
22R213	45	65	36	40	49	52	37	37	48	51	73	73	54	63	37	46	64	73	69	69	48	48	42	60	64	67	21	39	42	45	60	69	43	49	53	53	64	73	55	64	68	68	56	62	38	41	52	55	28	34	35	38	34	43	39	42	78	78	71	80	64	64	54	54	39	39	42	51	33	33	35	39	49	49	40	46	45	45	40	40	31	37
22R275	45	65	32	40	46	49	40	40	45	48	43	49	54	54	46	49	73	73	69	69	42	42	42	54	64	64	36	39	42	45	63	66	46	49	62	65	64	73	46	46	68	71	56	56	38	41	52	55	34	34	35	35	37	37	42	45	?	?	65	83	64	64	50	56	39	39	36	42	33	33	35	39	49	49	40	46	30	45	37	37	34	37
22R345	49	49	32	36	52	55	43	43	51	51	58	58	54	57	49	49	73	73	69	72	42	42	42	42	67	70	36	36	42	45	60	69	43	49	53	53	64	73	46	55	68	71	56	62	38	38	55	55	28	34	35	41	16	43	42	45	60	78	71	80	64	67	54	56	?	?	42	57	54	57	35	37	49	49	40	40	36	45	37	40	31	34
22R366	25	45	32	36	52	55	28	37	48	51	49	73	57	57	37	49	73	73	69	69	42	42	42	54	64	70	39	39	45	45	63	66	43	49	53	53	67	73	46	64	71	71	62	83	38	38	52	55	34	34	35	41	16	34	42	42	60	78	?	?	64	67	54	56	39	39	42	51	48	54	35	39	49	49	40	46	45	45	37	46	28	31
22R382	25	65	32	36	49	52	37	40	48	51	58	73	57	63	37	46	73	73	69	69	42	48	42	42	64	64	36	39	45	45	57	66	46	49	49	53	64	73	46	55	71	71	56	56	38	41	52	55	34	34	35	38	43	43	39	42	?	?	65	80	64	64	50	56	?	?	42	48	33	33	37	37	49	49	40	46	45	51	40	40	31	34
22R414	45	45	40	40	46	55	28	37	48	51	49	73	54	57	46	46	64	73	63	63	42	48	42	54	64	64	36	36	42	45	60	66	49	49	53	65	64	79	46	55	71	71	56	56	38	41	49	55	34	34	35	35	37	43	42	42	60	60	65	80	64	64	50	50	39	39	42	42	33	54	35	39	43	49	46	46	36	45	37	40	37	37
22R422	25	45	32	52	55	55	28	40	45	51	58	73	57	57	46	46	64	73	69	69	42	42	42	54	64	64	36	39	45	45	60	66	43	49	53	62	64	67	46	46	71	71	56	62	38	41	52	55	28	28	35	35	37	43	42	42	60	81	65	80	64	67	50	54	39	51	36	42	?	?	37	37	43	49	46	46	30	51	40	46	31	34
22R443	45	45	32	40	49	55	28	28	51	51	43	49	54	57	37	46	73	73	69	72	42	42	42	54	67	70	36	36	42	45	57	60	43	46	49	62	61	73	46	64	71	71	59	62	38	38	55	55	28	34	35	38	37	43	39	42	78	78	80	80	64	64	50	54	39	39	42	51	33	57	35	37	49	49	40	46	45	51	37	40	31	34
22R060	25	45	40	52	52	55	28	40	51	51	58	73	57	63	37	49	73	73	69	69	42	48	42	60	64	64	21	36	45	45	60	69	43	49	55	55	73	79	55	64	68	71	42	48	38	38	52	52	28	34	35	41	34	37	39	42	60	78	71	83	61	64	36	36	39	39	42	42	33	54	35	39	43	49	40	46	45	45	37	40	31	31
22R077	25	49	32	40	52	55	28	43	45	51	73	73	54	63	37	37	64	73	69	69	42	42	42	54	64	64	36	36	45	45	60	60	46	49	46	49	67	73	46	64	71	71	42	48	38	41	52	55	34	34	35	41	34	43	42	42	60	60	65	71	64	67	36	36	39	39	36	51	33	48	37	39	49	49	46	46	30	51	37	40	31	31
22R085	45	45	32	40	52	52	37	40	48	51	49	73	54	63	37	37	73	73	69	69	42	42	54	54	64	64	36	39	45	45	60	66	43	49	49	55	64	73	46	46	71	71	42	42	38	41	49	52	34	34	35	41	34	43	39	42	?	?	65	71	61	64	36	40	?	?	42	42	33	33	35	37	49	49	40	46	45	45	37	40	34	37
22R086	45	49	40	40	55	55	37	37	45	48	73	73	57	63	37	46	64	73	69	69	42	42	54	60	64	64	36	42	45	45	60	66	49	49	46	46	67	67	46	46	71	71	42	69	38	38	52	55	34	34	35	41	34	43	42	42	75	75	71	80	64	64	36	40	39	39	51	51	33	54	37	39	49	49	46	46	30	45	37	37	31	31
22R089	25	25	32	32	52	55	28	37	45	51	58	73	57	57	46	46	64	73	63	69	42	42	54	60	64	64	36	39	45	45	60	63	43	49	46	58	67	73	46	46	71	71	42	48	38	41	52	55	28	28	35	35	37	43	42	42	60	60	65	80	64	67	36	36	?	?	36	42	54	54	35	37	43	43	40	46	45	45	40	46	31	34
22R116	45	45	40	52	52	52	28	37	45	45	73	73	63	63	37	46	73	73	69	69	42	42	42	54	64	64	36	36	45	45	60	60	46	49	46	49	67	73	46	46	71	71	42	48	38	41	52	55	34	34	35	41	43	43	42	42	75	75	56	65	58	61	36	36	39	39	36	51	33	33	37	39	49	49	46	46	45	51	37	40	31	31
22R134	49	65	36	52	49	49	28	37	51	51	58	73	54	63	37	46	64	64	69	72	42	48	42	54	64	64	21	36	42	45	57	60	49	49	46	55	64	73	55	64	71	71	42	48	38	41	49	55	34	34	35	41	34	37	39	42	78	78	80	80	64	64	36	36	?	?	42	42	33	57	35	35	43	49	40	46	45	45	40	40	31	31
22R144	37	45	32	36	52	55	28	37	51	54	49	58	57	57	37	49	73	73	69	69	42	42	42	54	64	70	39	39	45	45	63	66	43	49	46	55	64	73	46	64	71	71	48	69	38	38	52	55	34	34	35	41	16	34	42	45	60	78	71	80	64	67	40	42	39	39	42	51	48	54	35	37	43	49	40	46	45	45	40	46	31	37
22R184	49	65	32	36	49	52	37	37	45	51	58	73	57	63	37	46	64	73	69	72	48	48	42	42	64	64	36	42	45	45	57	66	46	49	46	49	64	73	46	55	68	71	42	48	38	41	49	55	28	34	35	38	37	43	42	42	75	78	65	80	64	64	40	42	39	39	51	51	33	54	37	37	49	49	40	46	30	45	40	40	31	37
22R378	25	65	36	40	52	55	28	37	51	51	49	58	54	54	37	46	64	73	69	69	42	48	42	54	64	70	36	36	45	45	?	?	49	49	55	58	73	79	46	64	71	71	42	48	38	41	55	55	34	34	35	41	34	37	39	39	60	78	56	56	58	64	36	36	39	39	42	51	33	57	35	35	49	49	40	46	45	45	40	46	31	31
23R334	45	45	32	52	52	55	40	40	51	57	58	73	54	63	37	46	64	73	69	69	?	?	60	60	64	64	21	39	42	45	60	69	49	49	53	53	64	64	64	64	71	71	56	62	38	41	55	55	28	34	35	35	34	37	39	39	78	81	56	65	61	61	36	50	39	39	42	51	33	48	?	?	43	49	40	46	45	45	37	37	31	34
pop = 2020PU																																																																																		
22R001	37	41	36	40	52	55	37	40	51	51	43	49	57	63	37	46	73	73	69	69	42	48	42	54	64	67	36	36	42	45	60	63	43	49	53	62	64	79	46	46	71	71	56	56	38	38	52	55	28	34	35	41	16	43	42	42	?	?	80	80	64	67	50	50	39	48	42	51	33	33	35	39	49	49	40	46	45	45	37	37	31	34
22R003	45	49	36	40	52	52	28	40	45	51	43	49	54	54	46	49	73	73	69	69	42	48	42	54	64	64	21	39	45	45	60	66	46	49	49	53	67	73	46	46	71	71	56	56	38	41	52	55	28	34	35	35	16	43	42	42	?	?	65	65	?	?	50	50	?	?	36	51	33	33	35	37	49	49	40	46	45	45	37	40	34	34
22R004	25	41	40	40	46	52	28	40	51	51	43	49	54	63	37	49	73	73	69	72	42	42	42	54	64	70	36	39	45	45	66	69	43	43	62	62	73	79	?	?	71	77	56	56	38	41	49	55	34	34	35	41	31	34	42	42	60	78	?	?	64	64	50	50	39	39	42	42	33	33	35	37	43	43	40	46	30	45	37	46	31	37
22R008	25	49	40	52	52	52	37	37	51	51	49	49	57	63	37	37	64	73	69	72	42	48	42	60	64	64	36	36	45	45	57	69	49	49	53	65	64	73	46	64	71	71	56	56	38	41	49	55	34	34	35	41	34	43	39	42	?	?	56	80	61	70	50	56	?	?	42	51	33	33	35	35	49	49	40	46	45	45	40	40	31	37
22R012	25	49	40	52	52	52	37	40	51	51	49	49	57	63	37	46	64	73	69	69	42	48	42	60	64	64	36	36	45	45	57	69	46	49	53	65	73	73	?	?	?	?	56	62	38	38	49	55	34	34	35	41	34	43	42	42	?	?	?	?	64	70	50	56	39	39	42	51	33	33	35	35	49	49	40	40	45	45	40	46	31	37
22R016	45	45	32	40	55	55	28	40	48	51	43	49	54	54	49	49	73	73	69	69	42	42	42	42	64	70	36	39	45	45	?	?	46	49	49	65	64	73	46	46	68	71	56	56	38	41	52	55	28	34	35	35	16	37	39	42	?	?	59	65	64	67	50	50	39	39	36	42	?	?	35	39	49	49	40	40	45	45	37	37	31	37
22R020	41	45	36	52	55	55	28	40	51	51	49	73	57	57	37	49	64	73	69	69	42	48	42	54	64	64	21	39	45	45	60	66	49	49	53	53	64	67	?	?	68	71	56	56	38	41	49	52	28	34	35	35	16	43	42	45	75	78	80	80	?	?	50	56	?	?	36	36	33	33	37	39	49	49	40	46	45	45	37	37	31	31
22R028	45	49	36	52	55	55	28	37	51	51	43	73	54	57	37	46	64	73	69	69	42	42	42	54	?	?	36	39	45	45	69	72	46	46	49	53	73	73	46	58	68	71	56	59	38	41	52	52	28	28	35	35	16	43	39	42	60	78	56	65	61	67	50	50	?	?	36	42	?	?	35	39	49	49	40	40	45	45	40	46	34	34
22R039	25	25	32	40	52	52	28	37	51	51	43	49	63	63	37	37	73	73	63	69	42	42	42	42	64	64	36	39	45	45	57	66	43	49	53	65	64	73	46	64	71	71	62	62	38	38	55	55	28	34	35	41	34	37	42	42	60	60	80	80	64	64	54	56	39	39	42	42	33	33	35	37	43	49	40	46	45	45	40	46	31	37
22R083	45	49	40	52	49	55	28	37	48	51	43	58	54	57	37	49	73	73	69	72	42	42	42	42	70	70	36	39	42	45	66	69	43	46	53	62	73	79	58	64	71	71	56	56	38	38	52	52	34	37	35	35	16	34	39	42	60	60	80	80	64	64	50	56	39	39	36	42	57	57	37	39	43	49	40	46	36	45	40	46	31	31
22R113	45	45	36	52	55	55	28	28	51	51	49	73	54	57	46	49	64	73	69	72	42	42	42	54	64	70	36	39	42	45	?	?	46	46	49	49	73	73	46	46	68	71	56	56	38	41	52	55	34	34	35	35	16	37	39	42	?	?	59	80	64	64	50	56	?	?	36	42	?	?	35	39	49	49	40	40	45	45	37	40	34	34
22R136	37	45	36	40	52	55	28	28	45	51	43	73	57	66	37	46	64	73	63	69	42	42	42	60	64	70	36	39	45	45	66	69	46	49	53	53	64	64	46	64	68	68	56	59	38	41	52	52	34	37	35	35	16	34	42	42	?	?	65	80	61	64	50	56	39	39	36	42	33	54	37	39	49	49	40	46	45	51	37	40	31	34
22R148	25	49	36	52	52	55	28	40	51	51	73	73	63	63	46	46	73	73	69	72	48	48	42	60	64	64	36	36	45	45	69	69	43	49	62	62	73	76	55	55	71	71	62	83	38	38	52	55	34	34	35	38	37	43	42	42	78	78	80	83	58	61	50	50	39	39	42	42	33	33	35	39	43	49	40	40	30	45	37	40	31	31
22R294	45	65	44	52	49	55	28	37	51	51	49	58	54	57	37	46	64	73	69	69	48	48	42	54	70	70	36	39	42	45	66	69	43	43	62	62	79	79	?	?	71	71	56	56	38	38	55	55	34	34	35	41	31	43	39	39	?	?	80	80	64	64	50	50	39	39	36	42	33	57	37	37	49	49	40	40	45	45	37	46	31	31
22R394	25	45	32	52	52	55	28	28	45	51	43	49	54	57	46	49	73	73	69	72	?	?	42	42	64	70	36	39	45	45	66	69	46	46	49	49	73	73	46	46	71	71	56	59	38	38	52	55	28	34	35	35	16	37	39	42	78	78	59	80	64	64	50	56	39	39	36	42	33	57	35	39	49	49	40	40	45	45	37	40	34	34
22R412	25	45	40	44	49	55	40	40	48	51	58	58	51	57	37	46	73	73	63	69	42	48	42	54	64	64	21	39	42	45	60	66	43	49	62	65	64	73	55	64	68	71	56	83	38	38	52	52	28	37	35	35	34	37	39	42	60	78	80	80	64	70	50	50	39	39	36	42	33	33	37	37	43	49	46	46	30	36	40	46	37	37
22R415	25	45	40	40	46	55	28	37	45	51	49	73	54	57	37	46	64	64	69	72	42	48	42	54	64	64	42	42	45	45	66	66	43	46	49	62	61	73	46	55	71	71	56	62	38	38	49	55	34	34	35	35	37	43	39	42	?	?	80	83	64	64	50	54	?	?	42	42	33	48	35	37	49	49	40	40	45	51	40	40	31	37
22R445	45	65	32	40	52	55	37	40	48	51	49	49	54	57	46	46	64	73	69	69	48	48	42	42	64	64	36	42	42	45	63	66	43	49	62	62	61	64	46	55	68	71	56	65	38	38	52	55	34	34	35	35	37	43	39	42	60	78	65	80	64	64	54	56	39	39	42	42	33	33	37	37	49	49	46	46	45	45	40	40	31	37
22R463	37	45	32	36	52	52	28	37	51	51	43	73	57	66	37	46	64	73	63	69	42	42	42	60	64	70	21	36	42	45	60	69	49	49	53	53	64	64	46	64	68	71	56	56	38	41	49	52	28	34	35	35	34	43	42	42	?	?	80	80	61	64	50	56	39	51	36	42	33	54	39	39	49	49	40	40	45	51	40	46	34	34
22R636	25	49	32	40	49	52	37	43	48	51	58	73	54	63	37	46	73	73	69	69	42	42	42	60	64	67	36	36	42	45	60	69	43	49	53	65	64	79	46	55	71	71	56	83	38	41	55	55	34	34	35	41	16	37	39	42	60	60	65	80	61	64	50	50	39	39	42	57	33	57	35	37	49	49	46	46	45	45	37	40	34	37
22R658	37	45	36	40	52	55	28	28	45	45	58	73	54	57	37	46	64	64	63	69	42	42	42	60	64	64	39	39	45	45	?	?	49	49	53	53	64	73	46	64	68	68	56	56	41	41	49	52	28	34	35	35	43	46	39	42	78	78	65	80	61	64	50	56	39	39	36	42	?	?	37	39	49	49	40	46	45	51	40	46	31	34
22R659	37	45	32	40	52	52	28	28	45	51	43	73	54	63	37	49	64	73	69	69	42	48	42	60	64	64	39	39	45	45	?	?	43	46	49	53	64	73	46	46	68	71	56	56	41	41	52	52	28	34	35	35	16	43	39	42	60	60	65	71	64	67	50	50	39	51	36	36	?	?	37	37	49	49	40	40	45	45	40	46	28	34
22R122	25	65	36	52	49	49	28	28	45	51	49	58	54	63	37	49	64	67	69	69	42	48	42	42	64	70	21	39	42	45	60	66	43	43	55	55	79	79	55	67	71	71	42	42	38	38	49	52	34	37	35	41	37	43	39	42	60	78	59	71	61	64	36	42	39	39	36	42	33	57	37	39	43	49	40	46	36	45	40	40	31	34
22R142	25	37	32	36	55	55	37	37	48	51	43	58	54	63	46	46	73	73	69	69	42	42	42	60	64	70	39	39	45	45	66	66	43	43	46	49	64	73	46	46	71	71	42	42	38	41	52	52	28	34	35	41	16	43	42	42	75	78	56	80	61	67	36	36	39	48	42	51	33	57	37	39	43	49	46	46	36	51	37	37	31	31
22R342	37	49	32	36	55	55	28	37	48	51	49	73	54	57	37	46	64	64	69	69	42	42	42	42	64	64	36	39	42	45	?	?	43	46	46	55	64	64	46	46	71	71	42	51	38	41	49	55	34	34	35	41	16	43	42	42	?	?	56	80	?	?	36	36	?	?	42	51	33	48	35	37	43	49	46	46	36	51	37	40	31	37
22R368	25	49	32	36	49	55	37	37	48	51	49	73	54	57	37	46	64	64	69	69	42	42	42	60	64	64	?	?	42	45	?	?	43	43	46	55	64	64	46	46	?	?	42	42	38	41	52	52	34	34	35	41	16	43	42	42	60	75	65	65	61	61	36	36	?	?	42	51	33	48	35	37	49	49	40	46	36	51	37	37	31	31
22R392	25	37	32	36	55	55	28	37	45	51	43	58	54	63	46	46	73	73	69	69	42	42	42	60	64	64	?	?	42	45	?	?	43	43	46	49	64	73	46	46	71	71	42	48	38	38	52	52	28	34	35	41	16	34	42	42	?	?	56	56	?	?	36	36	39	39	42	51	33	57	35	37	43	49	40	46	45	51	37	40	31	37
22R400	37	45	32	36	49	52	28	37	48	51	58	73	54	57	37	46	64	73	69	69	42	42	42	60	64	70	?	?	42	45	?	?	43	46	49	49	73	73	46	46	68	71	42	42	38	41	49	52	28	28	35	35	34	43	42	42	75	78	56	56	61	64	36	40	39	39	36	51	48	54	37	39	43	49	40	46	45	51	40	40	34	37
23R005	25	49	32	36	55	55	28	37	48	51	49	73	54	57	37	46	64	64	69	69	?	?	42	60	64	64	21	36	42	42	60	63	43	43	53	62	64	64	46	46	71	71	56	65	38	41	52	55	34	34	35	41	16	43	42	42	60	75	56	80	61	67	?	?	39	48	42	51	33	48	35	37	49	49	40	46	?	?	37	37	31	31
23R009	25	25	40	56	55	55	37	40	51	51	49	49	54	54	46	46	73	73	63	69	?	?	42	54	64	67	36	39	42	45	60	66	43	43	62	62	64	64	46	46	68	77	56	62	38	41	52	55	28	37	35	44	37	46	42	42	78	78	59	80	64	70	?	?	39	39	36	42	33	33	35	35	43	49	46	46	?	?	37	40	34	37
23R012	25	45	32	40	52	55	37	37	48	51	49	58	54	57	37	49	73	73	69	69	?	?	42	54	64	64	39	39	45	45	66	66	46	49	49	62	64	73	46	46	71	71	56	83	38	41	52	52	28	34	35	35	34	43	42	42	60	78	65	71	64	64	?	?	39	51	36	42	33	54	?	?	49	49	40	46	?	?	40	46	34	37
23R014	41	49	36	40	52	55	37	40	51	51	43	49	54	63	46	46	73	73	69	69	?	?	42	54	64	67	36	36	42	45	60	63	43	49	53	62	64	79	46	46	71	71	56	65	38	38	55	55	28	34	35	41	16	43	42	45	75	78	65	80	61	64	?	?	39	39	42	51	33	33	?	?	49	49	40	46	?	?	37	37	31	31
23R021	45	49	40	52	52	55	37	37	48	48	43	73	54	63	37	46	73	73	69	72	?	?	42	42	64	70	36	39	42	45	60	66	43	46	53	53	64	73	46	64	71	71	56	59	41	41	49	52	28	34	35	35	46	46	39	42	75	78	65	80	64	64	?	?	39	39	42	42	54	57	?	?	49	49	40	46	?	?	37	40	31	34
23R022	45	65	32	40	52	52	37	40	48	51	58	73	54	57	37	49	73	73	69	69	?	?	54	60	64	64	36	42	45	45	60	66	49	49	53	62	64	64	46	67	68	71	56	83	38	38	52	55	34	37	35	41	34	43	39	42	60	78	80	80	58	67	?	?	39	39	42	51	48	54	?	?	43	49	40	46	?	?	37	40	31	37
23R025	45	49	36	52	55	55	28	40	48	51	43	49	57	63	46	49	73	73	69	69	?	?	42	54	64	67	36	36	42	42	60	63	43	46	49	62	73	79	46	64	71	71	56	65	38	41	55	55	28	28	35	41	34	37	39	42	60	78	80	80	64	67	?	?	39	48	42	42	33	57	?	?	49	49	40	46	?	?	37	37	31	37
23R030	25	65	36	40	46	52	40	40	48	51	73	73	63	63	37	46	64	73	69	69	?	?	42	42	64	64	36	36	42	45	63	69	43	49	62	62	64	67	46	46	71	77	56	62	38	38	55	55	34	34	35	35	37	37	42	42	60	60	71	80	64	64	?	?	39	39	36	42	33	33	?	?	43	49	40	40	?	?	37	40	37	37
23R036	25	25	32	56	46	55	28	28	45	54	43	49	54	66	37	37	73	73	69	69	?	?	48	60	64	64	21	39	42	45	60	66	43	49	53	62	73	73	64	64	68	71	56	56	38	41	49	52	34	37	35	35	16	46	39	42	60	78	65	80	61	70	?	?	39	39	36	42	33	57	?	?	43	49	40	46	?	?	40	46	31	34
23R043	25	49	40	56	49	55	40	40	51	51	49	58	54	63	46	46	73	73	69	69	?	?	42	54	64	67	36	39	42	45	60	66	43	49	56	65	73	73	46	64	68	77	56	62	41	41	55	55	34	37	35	44	46	46	42	42	60	75	59	80	64	70	?	?	39	48	36	42	33	33	35	37	49	49	46	46	?	?	37	40	37	37
